time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-10T03:40:36.380Z,19.4046669,-155.279007,0.43,2.15,md,12,83,0.01379,0.12,hv,hv70255772,2018-06-10T03:43:34.960Z,"5km SW of Volcano, Hawaii",earthquake,0.22,0.49,0.53,8,automatic,hv,hv
2018-06-10T03:38:29.820Z,33.4948333,-116.787,4.49,0.81,ml,35,35,0.08171,0.21,ci,ci38194928,2018-06-10T14:56:42.510Z,"9km NE of Aguanga, CA",earthquake,0.23,0.6,0.105,24,reviewed,ci,ci
2018-06-10T03:38:13.050Z,19.4173336,-155.2621613,2.87,2.22,ml,8,145,0.005647,0.11,hv,hv70255767,2018-06-10T03:43:53.700Z,"2km WSW of Volcano, Hawaii",earthquake,0.56,0.59,0.26,7,automatic,hv,hv
2018-06-10T03:37:04.800Z,19.3916664,-155.279007,-0.26,2.63,ml,22,69,0.006261,0.29,hv,hv70255757,2018-06-10T03:42:45.830Z,"6km SW of Volcano, Hawaii",earthquake,0.23,0.3,0.39,16,automatic,hv,hv
2018-06-10T03:36:00.410Z,19.4209995,-155.2618408,1.32,2.21,ml,18,115,0.002198,0.15,hv,hv70255752,2018-06-10T03:41:39.260Z,"2km WSW of Volcano, Hawaii",earthquake,0.27,0.23,0.26,9,automatic,hv,hv
2018-06-10T03:34:34.610Z,19.3726673,-155.2473297,1.06,2.17,ml,8,301,0.05664,0.17,hv,hv70255747,2018-06-10T03:40:16.760Z,"6km S of Volcano, Hawaii",earthquake,6.21,5.75,0.24,4,automatic,hv,hv
2018-06-10T03:34:20.550Z,19.4126663,-155.2763367,2.25,1.71,ml,21,50,0.008851,0.14,hv,hv70255742,2018-06-10T03:40:02.280Z,"4km WSW of Volcano, Hawaii",earthquake,0.32,0.36,0.22,8,automatic,hv,hv
2018-06-10T03:32:27.990Z,19.4133339,-155.2984924,2.11,2.01,md,11,102,0.01028,0.23,hv,hv70255732,2018-06-10T03:35:39.820Z,"6km WSW of Volcano, Hawaii",earthquake,0.86,0.38,0.52,6,automatic,hv,hv
2018-06-10T03:30:06.920Z,19.4203339,-155.2749939,0.98,1.91,ml,21,46,0.005035,0.22,hv,hv70255722,2018-06-10T03:35:46.320Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.2,0.28,11,automatic,hv,hv
2018-06-10T03:23:45.620Z,19.4134998,-155.2798309,0.71,2.42,ml,14,124,0.005775,0.11,hv,hv70255707,2018-06-10T03:29:26.420Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.14,0.32,10,automatic,hv,hv
2018-06-10T03:23:07.204Z,62.5284,-147.1666,16.6,1.1,ml,,,,0.38,ak,ak19745960,2018-06-10T03:27:07.511Z,"96km WNW of Glennallen, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-10T03:22:54.500Z,19.4108334,-155.2913361,0.43,2.4,ml,23,74,0.009635,0.34,hv,hv70255702,2018-06-10T03:28:33.820Z,"6km WSW of Volcano, Hawaii",earthquake,0.38,0.32,0.33,11,automatic,hv,hv
2018-06-10T03:21:26.240Z,19.4169998,-155.2723389,1.75,1.84,ml,18,50,0.009169,0.22,hv,hv70255697,2018-06-10T03:27:07.510Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.3,0.18,8,automatic,hv,hv
2018-06-10T03:15:34.134Z,61.6067,-146.3409,39.7,1.2,ml,,,,0.36,ak,ak19745938,2018-06-10T03:23:44.189Z,"53km N of Valdez, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-06-10T03:15:33.840Z,19.4143333,-155.2661591,0.71,2.21,ml,21,81,0.006336,0.17,hv,hv70255677,2018-06-10T03:21:13.330Z,"3km WSW of Volcano, Hawaii",earthquake,0.29,0.18,0.22,9,automatic,hv,hv
2018-06-10T03:13:54.680Z,19.3921661,-155.2631683,-0.05,1.92,ml,12,69,0.006621,0.08,hv,hv70255672,2018-06-10T03:19:35.450Z,"5km SSW of Volcano, Hawaii",earthquake,0.28,0.22,0.31,7,automatic,hv,hv
2018-06-10T03:04:37.930Z,19.4144993,-155.2776642,0.98,2.02,md,14,61,0.006838,0.16,hv,hv70255632,2018-06-10T03:07:37.520Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.4,0.27,10,automatic,hv,hv
2018-06-10T03:04:07.180Z,19.201334,-155.4871674,33.05,2.76,ml,16,146,0.04811,0.14,hv,hv70255627,2018-06-10T03:09:47.330Z,"0km WSW of Pahala, Hawaii",earthquake,0.83,1.7,0.19,6,automatic,hv,hv
2018-06-10T02:58:03.030Z,19.3969994,-155.2695007,0.37,2.53,ml,23,48,0.0035,0.24,hv,hv70255622,2018-06-10T03:03:42.910Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.33,0.46,12,automatic,hv,hv
2018-06-10T02:54:52.120Z,48.2428333,-121.6555,9.42,2.03,ml,10,102,0.188,0.27,uw,uw61384032,2018-06-10T14:43:56.475Z,"4km WSW of Darrington, Washington",earthquake,0.95,1.68,0.188,7,reviewed,uw,uw
2018-06-10T02:53:40.340Z,19.4230003,-155.3029938,0.07,2.24,ml,15,78,0.01135,0.32,hv,hv70255612,2018-06-10T02:59:22.100Z,"6km W of Volcano, Hawaii",earthquake,0.58,0.37,0.29,9,automatic,hv,hv
2018-06-10T02:53:09.780Z,19.3956661,-155.2696686,0.69,2.24,ml,16,70,0.003763,0.14,hv,hv70255607,2018-06-10T02:58:48.580Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.33,0.46,11,automatic,hv,hv
2018-06-10T02:50:57.510Z,19.3974991,-155.2595062,0.16,2.07,ml,18,96,0.006204,0.15,hv,hv70255602,2018-06-10T02:56:36.440Z,"4km SSW of Volcano, Hawaii",earthquake,0.18,0.21,0.22,9,automatic,hv,hv
2018-06-10T02:48:14.860Z,18.079,-67.0631,19,1.45,md,3,182,0.0862,0.2,pr,pr2018161002,2018-06-10T05:52:30.864Z,"1km W of San German, Puerto Rico",earthquake,3.05,1.82,0.11,3,reviewed,pr,pr
2018-06-10T02:46:51.070Z,19.4143333,-155.2776642,0.85,1.71,ml,16,55,0.006916,0.12,hv,hv70255592,2018-06-10T02:52:31.950Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.36,0.42,10,automatic,hv,hv
2018-06-10T02:45:04.730Z,19.4095001,-155.2850037,0.14,1.98,ml,18,67,0.008164,0.12,hv,hv70255587,2018-06-10T02:50:44.580Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.25,0.35,5,automatic,hv,hv
2018-06-10T02:36:17.190Z,19.4043331,-155.2746735,0.93,1.94,ml,14,66,0.008971,0.24,hv,hv70255557,2018-06-10T02:42:29.910Z,"4km SW of Volcano, Hawaii",earthquake,0.37,0.47,0.31,6,automatic,hv,hv
2018-06-10T02:24:30.460Z,19.4104996,-155.2695007,1.12,2.19,ml,21,47,0.00922,0.11,hv,hv70255507,2018-06-10T02:30:42.450Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.19,0.28,11,automatic,hv,hv
2018-06-10T02:23:35.640Z,51.4772,-174.8803,39.72,3.9,mb,,196,0.84,1.03,us,us1000emft,2018-06-10T10:18:48.569Z,"92km SSW of Atka, Alaska",earthquake,9.5,12.1,0.068,56,reviewed,us,us
2018-06-10T02:20:29.970Z,19.4074993,-155.2771606,0.28,2.04,ml,18,87,0.01204,0.14,hv,hv70255497,2018-06-10T02:26:40.100Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.36,0.15,9,automatic,hv,hv
2018-06-10T02:16:00.980Z,19.4138336,-155.2798309,0.61,1.95,ml,20,61,0.005542,0.19,hv,hv70255487,2018-06-10T02:22:12.220Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.25,0.18,7,automatic,hv,hv
2018-06-10T02:11:05.890Z,19.4096661,-155.2785034,0.64,1.73,md,17,62,0.009547,0.19,hv,hv70255477,2018-06-10T02:14:33.860Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.34,0.37,13,automatic,hv,hv
2018-06-10T02:05:57.430Z,19.4158325,-155.2734985,0.23,2.08,ml,19,48,0.009681,0.1,hv,hv70255457,2018-06-10T02:12:13.410Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.13,0.3,8,automatic,hv,hv
2018-06-10T02:01:59.820Z,19.4226665,-155.2720032,0.41,1.89,ml,19,52,0.005662,0.26,hv,hv70255447,2018-06-10T02:08:09.250Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.17,0.24,7,automatic,hv,hv
2018-06-10T02:01:01.284Z,61.7317,-146.2065,30,2.8,ml,,,,0.85,ak,ak19745222,2018-06-10T02:37:08.040Z,"54km SW of Glennallen, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-10T02:00:37.010Z,19.4138336,-155.2819977,0.47,1.79,md,12,106,0.004293,0.12,hv,hv70255442,2018-06-10T02:04:06.670Z,"5km WSW of Volcano, Hawaii",earthquake,0.28,0.17,0.37,5,automatic,hv,hv
2018-06-10T01:56:47.970Z,19.4038334,-155.2879944,-0.06,2.06,ml,10,78,0.01424,0.17,hv,hv70255432,2018-06-10T02:03:00.420Z,"6km WSW of Volcano, Hawaii",earthquake,0.42,0.52,0.23,8,automatic,hv,hv
2018-06-10T01:55:34.310Z,19.3948326,-155.2656708,0.42,2.33,ml,18,82,0.003409,0.19,hv,hv70255422,2018-06-10T02:01:45.850Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.37,0.4,9,automatic,hv,hv
2018-06-10T01:51:07.870Z,19.4373341,-155.2839966,0.51,2.96,ml,11,280,0.01746,0.13,hv,hv70255417,2018-06-10T01:57:32.020Z,"4km W of Volcano, Hawaii",earthquake,1.37,0.4,0.3,10,automatic,hv,hv
2018-06-10T01:50:45.490Z,19.4211674,-155.2793274,0.74,2.64,ml,26,42,0.003935,0.19,hv,hv70255412,2018-06-10T01:56:56.010Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.18,0.37,14,automatic,hv,hv
2018-06-10T01:49:53.950Z,19.4115009,-155.2610016,0.39,2.46,ml,22,55,0.001211,0.31,hv,hv70255407,2018-06-10T01:56:06.440Z,"3km SW of Volcano, Hawaii",earthquake,0.3,0.17,0.41,14,automatic,hv,hv
2018-06-10T01:49:02.350Z,19.3913326,-155.2680054,0.15,1.81,ml,14,77,0.006666,0.17,hv,hv70255402,2018-06-10T01:55:15.020Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.26,0.23,7,automatic,hv,hv
2018-06-10T01:47:29.836Z,63.0074,-144.1533,2.9,1.6,ml,,,,0.77,ak,ak19745201,2018-06-10T01:53:42.254Z,"69km WSW of Tok, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-10T01:42:08.480Z,19.4125004,-155.272995,1.34,1.93,ml,16,66,0.01239,0.1,hv,hv70255387,2018-06-10T01:48:18.990Z,"4km WSW of Volcano, Hawaii",earthquake,0.32,0.25,0.22,8,automatic,hv,hv
2018-06-10T01:39:15.540Z,19.4190006,-155.274826,1.66,1.76,md,16,42,0.006292,0.11,hv,hv70255372,2018-06-10T01:42:54.360Z,"4km WSW of Volcano, Hawaii",earthquake,0.27,0.27,0.14,9,automatic,hv,hv
2018-06-10T01:39:13.460Z,19.2758331,-155.3470001,10.25,2.42,ml,10,194,0.06791,0.18,hv,hv70255377,2018-06-10T01:46:31.960Z,"16km ENE of Pahala, Hawaii",earthquake,1.71,3.42,0.28,3,automatic,hv,hv
2018-06-10T01:35:44.510Z,19.3903332,-155.1021729,1.36,2.25,ml,7,133,0.00628,0.1,hv,hv70255367,2018-06-10T01:41:56.020Z,"13km S of Fern Acres, Hawaii",earthquake,1.23,0.24,0.18,4,automatic,hv,hv
2018-06-10T01:27:26.400Z,19.3118324,-155.2259979,11.27,2.27,ml,10,168,0.06242,0.35,hv,hv70255347,2018-06-10T01:33:38.260Z,"13km S of Volcano, Hawaii",earthquake,2.7,3.34,0.4,6,automatic,hv,hv
2018-06-10T01:26:43.640Z,19.3893337,-155.2821655,1.35,1.83,ml,11,83,0.002819,0.17,hv,hv70255342,2018-06-10T01:32:53.870Z,"6km SW of Volcano, Hawaii",earthquake,0.39,0.41,0.65,7,automatic,hv,hv
2018-06-10T01:25:20.060Z,37.6305008,-118.9676666,5.53,1.04,md,9,103,0.01477,0.02,nc,nc73028036,2018-06-10T01:58:02.186Z,"1km SE of Mammoth Lakes, CA",earthquake,0.78,2,0.21,8,automatic,nc,nc
2018-06-10T01:25:11.310Z,19.4123325,-155.2753296,0.31,1.87,ml,19,52,0.009828,0.15,hv,hv70255337,2018-06-10T01:31:33.620Z,"4km WSW of Volcano, Hawaii",earthquake,0.16,0.24,0.59,8,automatic,hv,hv
2018-06-10T01:24:10.810Z,19.4088326,-155.2794952,0.01,1.9,ml,19,78,0.009798,0.2,hv,hv70255332,2018-06-10T01:30:21.870Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.28,0.25,7,automatic,hv,hv
2018-06-10T01:20:25.960Z,19.4143333,-155.276001,1.51,1.97,ml,20,50,0.008328,0.14,hv,hv70255322,2018-06-10T01:26:06.010Z,"4km WSW of Volcano, Hawaii",earthquake,0.25,0.26,0.28,10,automatic,hv,hv
2018-06-10T01:19:25.230Z,-6.0115,152.0536,10,4.6,mb,,114,1.811,0.5,us,us1000emfb,2018-06-10T02:46:52.040Z,"184km S of Kokopo, Papua New Guinea",earthquake,10.7,1.9,0.092,35,reviewed,us,us
2018-06-10T01:18:50.600Z,19.4136658,-155.2663269,0.16,1.79,ml,9,131,0.006287,0.13,hv,hv70255317,2018-06-10T01:24:34.610Z,"3km WSW of Volcano, Hawaii",earthquake,0.36,0.53,0.32,3,automatic,hv,hv
2018-06-10T01:14:26.910Z,19.4113331,-155.2669983,0.78,2.62,ml,34,44,0.006763,0.2,hv,hv70255312,2018-06-10T01:20:08.130Z,"3km SW of Volcano, Hawaii",earthquake,0.25,0.19,0.43,15,automatic,hv,hv
2018-06-10T01:13:46.170Z,34.4741667,-118.026,6.04,1.21,ml,18,92,0.05287,0.23,ci,ci38194912,2018-06-10T01:17:22.782Z,"6km SW of Littlerock, CA",earthquake,0.46,0.73,0.388,28,automatic,ci,ci
2018-06-10T01:12:52.280Z,19.4559994,-155.2920074,0.57,1.8,ml,10,316,0.03393,0.32,hv,hv70255302,2018-06-10T01:18:34.720Z,"6km WNW of Volcano, Hawaii",earthquake,2.63,1.37,2.3,7,automatic,hv,hv
2018-06-10T01:12:39.715Z,62.1808,-152.1106,103.6,1.7,ml,,,,0.41,ak,ak19744570,2018-06-10T01:18:10.308Z,"105km W of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-06-10T01:03:25.380Z,15.1019,-94.0396,35,4.5,mwr,,140,2.176,1.16,us,us1000emem,2018-06-10T07:28:42.431Z,"100km SSW of Tres Picos, Mexico",earthquake,8.2,2,0.068,21,reviewed,us,us
2018-06-10T01:01:39.000Z,61.1513,-140.5248,6.3,1.3,ml,,,,0.31,ak,ak19744548,2018-06-10T01:14:36.460Z,"159km NE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-10T00:59:31.820Z,19.4091663,-155.2839966,0.32,2.04,ml,15,70,0.008452,0.08,hv,hv70255272,2018-06-10T01:05:13.350Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.18,0.29,7,automatic,hv,hv
2018-06-10T00:58:24.120Z,19.3953342,-155.2624969,0.83,2.32,ml,20,92,0.004416,0.23,hv,hv70255267,2018-06-10T01:04:04.200Z,"4km SSW of Volcano, Hawaii",earthquake,0.28,0.29,0.35,10,automatic,hv,hv
2018-06-10T00:54:20.730Z,19.4011669,-155.2641602,0.48,1.87,ml,13,100,0.003404,0.15,hv,hv70255262,2018-06-10T01:00:00.970Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.33,0.2,3,automatic,hv,hv
2018-06-10T00:52:49.030Z,37.6293335,-118.9683304,5.31,1.15,md,10,122,0.01397,0.02,nc,nc73028031,2018-06-10T01:24:59.999Z,"1km SE of Mammoth Lakes, CA",earthquake,0.75,1.84,0.13,8,automatic,nc,nc
2018-06-10T00:46:32.860Z,19.4039993,-155.2866669,0.19,2.18,ml,19,63,0.01381,0.13,hv,hv70255237,2018-06-10T00:52:11.570Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.22,0.28,9,automatic,hv,hv
2018-06-10T00:44:59.010Z,19.3999996,-155.2858276,0.41,1.86,md,11,90,0.01239,0.09,hv,hv70255232,2018-06-10T00:50:44.000Z,"6km SW of Volcano, Hawaii",earthquake,0.2,0.3,0.27,9,automatic,hv,hv
2018-06-10T00:29:17.950Z,61.191,-140.4844,1.51,3.9,ml,,27,0.36,0.92,us,us1000eme9,2018-06-10T01:42:49.251Z,"164km NE of Cape Yakataga, Alaska",earthquake,2,10.5,0.029,157,reviewed,us,us
2018-06-10T00:28:23.090Z,19.4183331,-155.2766724,1.42,1.86,ml,14,123,0.007039,0.18,hv,hv70255187,2018-06-10T00:35:08.200Z,"4km WSW of Volcano, Hawaii",earthquake,0.63,0.41,0.32,9,automatic,hv,hv
2018-06-10T00:28:21.890Z,19.4031658,-155.264328,5.64,1.85,ml,16,117,0.005155,0.18,hv,hv70255182,2018-06-10T00:34:32.450Z,"4km SW of Volcano, Hawaii",earthquake,0.89,0.99,0.56,9,automatic,hv,hv
2018-06-10T00:26:18.140Z,38.8096657,-122.8238297,1.49,2.19,md,37,53,0.004254,0.06,nc,nc73028026,2018-06-10T00:54:01.822Z,"7km WNW of The Geysers, CA",earthquake,0.19,0.26,0.11,14,automatic,nc,nc
2018-06-10T00:25:39.220Z,19.4069996,-155.2818298,0.48,1.94,ml,18,63,0.01082,0.12,hv,hv70255177,2018-06-10T00:31:57.490Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.23,0.37,9,automatic,hv,hv
2018-06-10T00:25:11.790Z,19.4151669,-155.2576599,0.63,1.93,ml,11,189,0.00371,0.22,hv,hv70255172,2018-06-10T00:31:22.500Z,"2km SW of Volcano, Hawaii",earthquake,0.61,0.44,0.4,10,automatic,hv,hv
2018-06-10T00:19:11.430Z,34.0791667,-117.5093333,3.48,1.25,ml,32,57,0.01312,0.22,ci,ci38194904,2018-06-10T00:22:59.836Z,"5km WSW of Fontana, CA",earthquake,0.33,0.47,0.264,30,automatic,ci,ci
2018-06-10T00:18:16.470Z,18.2613,-66.1863,64,1.98,md,4,315,0.4349,0.22,pr,pr2018161001,2018-06-10T05:52:07.296Z,"6km NE of Comerio, Puerto Rico",earthquake,2.9,1.55,0.33,4,reviewed,pr,pr
2018-06-10T00:00:07.070Z,19.33,-67.0611,53,2.97,md,14,240,0.864,0.43,pr,pr2018161000,2018-06-10T05:51:46.800Z,"91km N of Isabela, Puerto Rico",earthquake,2.67,9.72,0.33,11,reviewed,pr,pr
2018-06-09T23:57:29.440Z,19.4018326,-155.2803345,-1.07,2.11,ml,12,51,0.01396,0.26,hv,hv70255062,2018-06-10T00:03:42.310Z,"5km SW of Volcano, Hawaii",earthquake,0.37,0.71,0.17,9,automatic,hv,hv
2018-06-09T23:57:28.450Z,19.4106674,-155.2861633,1.94,2.11,ml,21,85,0.007226,0.15,hv,hv70255072,2018-06-10T00:04:55.400Z,"5km WSW of Volcano, Hawaii",earthquake,0.29,0.16,0.24,9,automatic,hv,hv
2018-06-09T23:57:06.260Z,19.4009991,-155.258667,-0.62,2.11,ml,9,128,0.007473,0.19,hv,hv70255067,2018-06-10T00:04:20.040Z,"3km SSW of Volcano, Hawaii",earthquake,0.23,0.54,0.44,9,automatic,hv,hv
2018-06-09T23:52:55.220Z,19.3998337,-155.2606659,0.32,1.88,ml,9,118,0.005307,0.11,hv,hv70255047,2018-06-09T23:59:06.120Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.45,0.33,6,automatic,hv,hv
2018-06-09T23:50:35.200Z,34.0775,-117.5106667,2.45,0.9,ml,21,69,0.06547,0.2,ci,ci38194896,2018-06-09T23:54:13.401Z,"5km WSW of Fontana, CA",earthquake,0.39,0.59,0.205,22,automatic,ci,ci
2018-06-09T23:46:34.340Z,19.4076672,-155.2794952,0.34,1.94,ml,18,61,0.01085,0.12,hv,hv70255037,2018-06-09T23:52:44.750Z,"5km WSW of Volcano, Hawaii",earthquake,0.19,0.27,0.28,8,automatic,hv,hv
2018-06-09T23:38:46.129Z,58.2455,-155.0912,0.1,2,ml,,,,0.47,ak,ak19743826,2018-06-09T23:43:31.594Z,"102km NW of Larsen Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-09T23:38:27.230Z,33.4873333,-116.79,3.98,1.35,ml,44,37,0.08944,0.22,ci,ci38194888,2018-06-10T14:56:28.960Z,"8km NE of Aguanga, CA",earthquake,0.21,0.64,0.119,26,reviewed,ci,ci
2018-06-09T23:29:05.010Z,37.3138351,-122.1196671,6.22,1.86,md,17,90,0.02711,0.12,nc,nc73028016,2018-06-10T00:21:02.634Z,"4km SSW of Loyola, CA",earthquake,0.38,0.47,0.2,14,automatic,nc,nc
2018-06-09T23:27:48.180Z,19.4274998,-155.2803345,-0.2,1.79,md,12,213,0.003765,0.19,hv,hv70254967,2018-06-09T23:31:22.430Z,"4km W of Volcano, Hawaii",earthquake,0.49,0.31,0.06,9,automatic,hv,hv
2018-06-09T23:23:47.790Z,34.0763333,-117.5095,3.81,1.35,ml,27,51,0.0141,0.19,ci,ci38194880,2018-06-10T14:57:47.140Z,"5km WSW of Fontana, CA",earthquake,0.3,0.62,0.189,31,reviewed,ci,ci
2018-06-09T23:20:25.330Z,19.4116669,-155.2821655,0.47,1.92,ml,20,66,0.006236,0.13,hv,hv70254942,2018-06-09T23:26:12.290Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.21,0.31,7,automatic,hv,hv
2018-06-09T23:18:21.380Z,34.1171667,-117.3698333,15.88,0.97,ml,14,118,0.1113,0.36,ci,ci38194872,2018-06-09T23:21:56.574Z,"1km N of Rialto, CA",earthquake,0.9,2.16,0.168,19,automatic,ci,ci
2018-06-09T23:14:19.990Z,19.4003334,-155.2870026,-0.42,1.83,ml,11,137,0.01221,0.23,hv,hv70254922,2018-06-09T23:20:02.140Z,"6km WSW of Volcano, Hawaii",earthquake,0.26,0.65,0.16,8,automatic,hv,hv
2018-06-09T23:12:37.060Z,38.8084984,-122.793663,3.66,2.17,md,7,123,0.01594,0.01,nc,nc73028006,2018-06-09T23:56:01.501Z,"5km NW of The Geysers, CA",earthquake,0.62,2.23,,1,automatic,nc,nc
2018-06-09T23:09:01.290Z,19.4256668,-155.2741699,0.35,2.02,md,10,104,0.003344,0.19,hv,hv70254902,2018-06-09T23:11:55.260Z,"3km W of Volcano, Hawaii",earthquake,0.29,0.51,0.1,7,automatic,hv,hv
2018-06-09T23:07:42.262Z,58.2823,-156.019,5.6,1.6,ml,,,,0.61,ak,ak19743226,2018-06-09T23:13:01.715Z,"58km SE of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-09T23:05:18.460Z,19.4136658,-155.3023376,2.12,1.88,ml,14,172,0.01281,0.16,hv,hv70254882,2018-06-09T23:10:59.060Z,"7km WSW of Volcano, Hawaii",earthquake,0.7,0.4,0.21,7,automatic,hv,hv
2018-06-09T22:49:15.550Z,19.3928337,-155.2920074,2.29,1.86,ml,13,93,0.003384,0.2,hv,hv70254842,2018-06-09T22:54:55.880Z,"7km SW of Volcano, Hawaii",earthquake,0.47,0.69,0.25,3,automatic,hv,hv
2018-06-09T22:43:41.340Z,19.4238338,-155.2539978,0.33,2.41,ml,21,126,0.0066,0.28,hv,hv70254822,2018-06-09T22:49:21.650Z,"1km WSW of Volcano, Hawaii",earthquake,0.34,0.27,0.43,13,automatic,hv,hv
2018-06-09T22:36:35.730Z,-13.0253,45.6414,10,4.9,mb,,53,6.151,0.57,us,us1000emd6,2018-06-09T22:56:29.040Z,"46km ESE of Pamandzi, Mayotte",earthquake,9.6,1.9,0.067,69,reviewed,us,us
2018-06-09T22:33:13.360Z,19.4255009,-155.1778259,6.82,1.9,ml,10,317,0.07848,0.2,hv,hv70254792,2018-06-09T22:38:53.670Z,"6km E of Volcano, Hawaii",earthquake,2.34,3.72,0.23,3,automatic,hv,hv
2018-06-09T22:28:14.170Z,19.4155,-155.2735,0.94,2.65,ml,30,41,0.009985,0.08,hv,hv70254787,2018-06-10T07:44:52.920Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.1,0.123,32,reviewed,hv,hv
2018-06-09T22:24:53.410Z,36.8737,27.5216,10.96,4,mb,,54,0.816,0.7,us,us1000emcy,2018-06-10T07:03:11.282Z,"20km SSE of Bodrum, Turkey",earthquake,4.5,6.3,0.157,11,reviewed,us,us
2018-06-09T22:19:39.010Z,19.3530006,-155.1066742,4.34,2.07,ml,39,134,0.03125,0.22,hv,hv70254762,2018-06-09T22:25:20.140Z,"16km ESE of Volcano, Hawaii",earthquake,0.5,0.85,3.6,6,automatic,hv,hv
2018-06-09T22:18:59.690Z,19.295166,-155.2496643,7.95,2.5,ml,7,152,0.0274,0.14,hv,hv70254757,2018-06-09T22:25:12.810Z,"15km S of Volcano, Hawaii",earthquake,0.94,1.36,0.32,5,automatic,hv,hv
2018-06-09T22:07:05.050Z,19.4098339,-155.2774963,0.37,1.81,ml,16,62,0.009973,0.12,hv,hv70254722,2018-06-09T22:12:47.550Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.26,0.23,7,automatic,hv,hv
2018-06-09T21:53:07.200Z,41.731,-122.4895,12.52,1.05,ml,3,194,0.1123,0.01,uw,uw61383887,2018-06-09T23:55:05.770Z,"3km E of Montague, California",earthquake,0.72,1.28,0.112,3,reviewed,uw,uw
2018-06-09T21:49:16.220Z,43.0906,46.231,10,4.3,mb,,36,2.103,1.06,us,us1000emc8,2018-06-09T22:11:05.040Z,"3km ESE of Yalkhoy-Mokhk, Russia",earthquake,7,1.9,0.071,56,reviewed,us,us
2018-06-09T21:45:50.720Z,43.8007,145.9672,84.22,4.6,mb,,148,2.457,0.89,us,us1000emc5,2018-06-09T22:02:15.040Z,"27km SSE of Yuzhno-Kuril'sk, Russia",earthquake,8.2,7.7,0.047,133,reviewed,us,us
2018-06-09T21:45:21.340Z,19.4246674,-155.2651672,1.31,1.83,ml,18,126,0.003374,0.14,hv,hv70254667,2018-06-09T21:51:01.910Z,"2km WSW of Volcano, Hawaii",earthquake,0.34,0.26,0.24,9,automatic,hv,hv
2018-06-09T21:41:29.067Z,52.2091,-176.1052,181.7,2.8,ml,,,,0.6,ak,ak19742532,2018-06-09T23:17:56.290Z,"52km NE of Adak, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2018-06-09T21:38:26.210Z,19.3756676,-155.2873383,1.41,1.84,ml,11,218,0.01204,0.24,hv,hv70254642,2018-06-09T21:44:04.750Z,"8km SW of Volcano, Hawaii",earthquake,0.67,0.71,0.17,3,automatic,hv,hv
2018-06-09T21:37:14.470Z,38.8195,-122.8399963,2.23,1.05,md,8,94,0.0053,0.03,nc,nc73027991,2018-06-09T22:36:00.967Z,"9km WNW of The Geysers, CA",earthquake,0.52,0.91,,1,automatic,nc,nc
2018-06-09T21:29:51.070Z,19.3973331,-155.2608337,0.25,2.03,ml,13,98,0.004989,0.11,hv,hv70254617,2018-06-09T21:35:36.000Z,"4km SSW of Volcano, Hawaii",earthquake,0.2,0.28,0.27,9,automatic,hv,hv
2018-06-09T21:29:08.560Z,19.4136658,-155.2853394,0.84,1.89,ml,15,71,0.004145,0.14,hv,hv70254612,2018-06-09T21:34:48.180Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.34,0.32,9,automatic,hv,hv
